Unnamed: 0,Id,Question,Answer,Short Answer,Depiction,CulturalProperty,CulturalProperty Class
1027600,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8354441_00252159.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800458968,PhotographicHeritage
1027601,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928192_UCAMSAE00161.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219441,PhotographicHeritage
1027602,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353510_00250776.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418572,PhotographicHeritage
1027603,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516457_00236966.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392500,PhotographicHeritage
1027604,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10233546_FP_ED_NE_498.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818195,PhotographicHeritage
1027605,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10239055_FP_ED_NE_517.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818214,PhotographicHeritage
1027606,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596529_00133550.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800431167,PhotographicHeritage
1027607,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596535_00133553.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800431171,PhotographicHeritage
1027608,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1060773/ICCD13809363_RilevFot.2018%2D867624%2D.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500867625,PhotographicHeritage
1027609,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353426_00250632.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418531,PhotographicHeritage
1027610,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353428_00250633.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418532,PhotographicHeritage
1027611,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353432_00250737.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418534,PhotographicHeritage
1027612,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353430_00250634.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418533,PhotographicHeritage
1027613,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353434_00250738.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418535,PhotographicHeritage
1027614,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516475_00236975.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392509,PhotographicHeritage
1027615,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516453_00236964.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392498,PhotographicHeritage
1027616,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516447_00236961.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392495,PhotographicHeritage
1027617,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516465_00236970.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392504,PhotographicHeritage
1027618,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516459_00236967.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392501,PhotographicHeritage
1027619,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516471_00236973.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392507,PhotographicHeritage
1027620,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10239038_FP_ED_NE_513.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818210,PhotographicHeritage
1027621,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516449_00236962.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392496,PhotographicHeritage
1027622,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516461_00236968.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392502,PhotographicHeritage
1027623,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516467_00236971.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392505,PhotographicHeritage
